0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,label
-113.619385,121.55302,-19.151056,42.345768,-6.3711677,18.613033,-13.69206,15.339379,-12.283617,10.973775,-8.32241,8.8067875,-3.665802,5.745939,-5.161711,0.75029784,-1.6883581,-0.40932855,-2.2988694,1.2199471,50.703182,17.19664,15.34861,12.281505,12.962431,9.442965,8.222213,8.310419,9.063802,7.9624414,7.8619676,7.1618433,6.4227433,6.3687506,7.058576,7.243213,6.0468674,6.453187,7.4213667,6.8538775,0.10791393,0.03716671,-0.043405496,-0.0038495567,-0.00014481677,-0.005370304,0.002505084,0.002747214,-0.0076947897,-0.01929038,-0.003699135,0.002918027,0.003255826,-0.014325967,-0.009123611,0.011107369,0.005751119,-0.008644482,-0.015302472,-0.01087551,10.317279,2.784639,2.6528282,2.1229973,1.9949129,1.7721623,1.5503895,1.6120129,1.5286356,1.3725783,1.3172417,1.2160798,1.2197835,1.1271378,1.2119638,1.1860223,1.0440465,1.1512797,1.2321357,1.1420515,-0.061094195,-0.0039368514,0.011833431,-0.005968259,0.009645755,-0.0034543553,0.0030499268,-0.003085634,0.0034479173,0.003614914,0.0054584593,-0.0035790165,-0.0006966733,-0.0002968051,0.009391458,-0.00046603967,0.003521972,0.002705796,0.0059296596,0.0026557604,5.7175374,1.5570753,1.4528375,1.2020508,1.09014,0.9962942,0.9665774,0.93961924,0.94647986,0.86996347,0.8249743,0.82458496,0.7603457,0.7319372,0.7655095,0.7068912,0.7090526,0.7022479,0.7290342,0.69641507,0.3617269,0.3676187,0.43998006,0.24463448,0.24780174,0.3356154,0.364576,0.435647,0.29584128,0.3146338,0.40656036,0.38477036,0.32664338,0.28599295,0.31635004,0.21137722,0.25634545,0.2891178,0.27731717,0.34625837,0.25380412,0.280253,0.3327027,0.29256126,15.987602,15.102478,18.458408,18.363125,18.91874,17.190237,39.667576,4.3372602,4.193739,4.620148,3.6288908,3.4867952,2.5215774,3.032167,0.041599456,0.018791974,0.0063646967,-0.026797498,0.014556377,-0.008352114,0.069219194,0.090202644,0.11881525,0.122659884,0.037152607,0.04121394,blues
-207.58151,123.99715,8.939115,35.870758,2.9199705,21.518787,-8.555368,23.355938,-10.101037,11.906445,-5.5581226,5.375942,-2.2378328,4.217125,-6.0110474,0.93266803,-0.7170278,0.2923333,-0.28571686,0.5321443,88.151985,23.667763,23.931154,16.274376,16.73462,12.508815,14.176376,11.931994,12.893104,10.215605,10.25786,9.813216,8.0561075,8.554412,7.2446527,7.4407187,7.7532763,6.9381366,7.150609,6.7692857,0.05635659,-0.02282602,0.0144749135,0.0061930325,-0.0153612355,0.003082612,-0.003956963,0.030045008,-0.008971439,-0.0037517352,-0.008085755,-0.0055785156,0.005600683,0.0068554287,0.0069474378,0.0015896754,-0.009234818,0.0029701027,0.0074833287,-0.0042852615,14.969433,3.5098422,2.9439347,2.7224464,2.5678349,2.0979192,1.9685541,1.9088396,1.8539987,1.697099,1.5799817,1.5657073,1.2421334,1.288952,1.109635,1.1065679,1.1538256,1.007882,1.1548809,1.1144432,-0.06736951,0.0026441244,-0.0061610965,-0.016547684,0.0054802014,-0.011177947,0.009398884,-0.0057654325,-0.0013195864,-0.008415287,-0.00050113664,-0.009751343,0.002657194,0.00011097444,0.0033198034,-0.0013159966,0.0031218515,0.0015490291,0.0036842243,-0.00065892935,7.7595577,2.1638632,1.5910885,1.4679563,1.448986,1.1600977,1.0492402,1.0493906,1.0899645,0.9225635,0.8982492,0.8473277,0.74038833,0.8478921,0.7355408,0.66366106,0.70150924,0.64633197,0.6705657,0.6712693,0.45962232,0.34987718,0.32096863,0.21158591,0.20090792,0.3310051,0.39764687,0.5606764,0.38437924,0.25547373,0.28495902,0.33423826,0.37744114,0.29691663,0.30838895,0.22881296,0.20903207,0.31096023,0.2824698,0.36677328,0.295321,0.2332154,0.27905738,0.26922664,15.984915,17.056232,19.129324,19.187872,18.32404,17.50448,37.518986,4.195066,4.609618,4.8128066,4.2843776,3.5080013,3.131714,5.817207,0.06653862,0.13135557,0.1023487,0.002240683,0.033847045,-0.01804641,0.07204705,0.10394183,0.11821222,0.1260417,0.05128206,0.053711224,blues
-90.776344,140.44861,-29.10056,31.68734,-13.975973,25.741686,-13.644712,11.623112,-11.775921,9.700466,-13.115349,5.7857637,-8.899733,-1.0870236,-9.216774,2.4536483,-7.721793,-1.8164971,-3.4343538,-2.2313912,57.61765,22.563513,20.297462,12.006151,12.490621,8.629561,10.328758,10.32607,8.104654,8.236836,7.592525,8.037509,7.776661,7.5989785,6.038823,6.373398,6.9065385,7.24004,6.828621,5.5340967,0.02688969,-0.015479959,0.007931813,0.005180542,-0.0019136479,-0.007149621,-0.0056622876,-0.0021402813,0.0065066763,0.0036054188,-0.0032374393,-0.004563936,0.00673743,0.0075048823,-0.00841005,-0.0068280115,0.0044037253,0.004373409,-0.0061835325,0.0045926813,12.215434,3.493057,3.9754114,2.024125,1.9597067,1.5264918,1.9270476,1.7009028,1.5739796,1.44917,1.3737245,1.3213471,1.4135613,1.3841196,1.1569998,1.1386921,1.2189354,1.2482502,1.1895974,0.9916129,0.019737627,0.0018923722,-0.0021543636,-0.0061884243,0.0049647903,-0.0058797947,-0.0071794493,-0.007437315,0.004032819,-0.0027071314,-0.004301742,-0.0014121134,0.0024622637,0.0029081295,-0.0016105248,-0.0029680282,0.0026751223,-0.0002289466,-0.008058406,-0.0054410445,7.3661494,2.12887,2.4683943,1.2682374,1.2918013,0.9809731,1.2043506,1.183517,1.0559154,0.9503243,0.83202916,0.8572089,0.8443212,0.91004664,0.7380605,0.783674,0.73516476,0.73421085,0.79579586,0.66565025,0.2726714,0.19586879,0.31525424,0.40813476,0.5470826,0.32177538,0.3047869,0.28851688,0.33424202,0.40191102,0.38430804,0.5881898,0.21136558,0.18095638,0.27161038,0.27133211,0.35019478,0.23583099,0.24187993,0.2514622,0.24735005,0.33322752,0.25157723,0.3529504,26.332256,14.191933,17.706644,19.41725,20.344435,18.314964,39.035076,5.5005126,3.9659288,5.001119,4.1883535,3.784576,2.922925,3.2689843,0.107364595,-0.10409948,0.10922197,0.02663954,0.005724776,-0.021944294,0.084173605,0.077787764,0.13233042,0.12635954,0.053993806,0.04490009,blues
-199.462,150.09474,5.649167,26.870144,1.7554405,14.23688,-4.8288727,9.297849,-0.7531419,8.147393,-3.1952357,6.085354,-2.4761882,-1.0762246,-2.8760562,0.7769089,-3.3200555,0.6372629,-0.6175069,-3.40694,74.13483,21.36742,16.032692,12.57767,16.367716,11.264206,12.492485,9.009487,9.610511,8.439375,10.503592,6.941436,7.537466,7.8901334,7.1865416,6.667608,7.0878043,6.1116214,6.1066494,5.6558323,-0.12025218,-0.025926039,0.026187701,-0.014912557,0.018913263,-0.0032966507,-0.009150614,-0.021031676,-0.01830095,-0.005109627,-0.008466999,-0.00829706,-0.00011395707,-0.0071047186,-0.0025989788,0.0041181603,0.001376106,0.0052459463,-0.0035075964,-0.0070301425,13.884679,3.4329484,2.8890097,2.2764146,2.6615741,1.7835628,1.6739485,1.5744543,1.7494943,1.4901857,1.6153489,1.2132906,1.3154349,1.3480554,1.2544699,1.0983156,1.0682287,1.010016,1.020542,0.9317216,0.0032016693,-0.0029469857,0.0018769111,-0.00049065566,-0.0020025705,0.0031176799,-0.0010109188,-0.00036244033,-2.0817892e-05,-0.00024979367,-0.00337968,0.0009953959,-0.00065291795,-0.0017846331,-0.0007329052,-0.0027444041,-0.0039930386,-0.0029441705,-0.0007231494,0.0013974382,6.855377,2.1548955,1.6626991,1.2900105,1.3664315,0.99580115,0.9239473,0.8761727,0.98298883,0.8279367,0.8422222,0.7347002,0.77007663,0.73957163,0.7028256,0.649871,0.6410365,0.5761892,0.57448304,0.5332928,0.34086183,0.40857694,0.5245686,0.54707444,0.6571128,0.511671,0.3556304,0.25169015,0.24638642,0.31520885,0.3165434,0.38285518,0.24969357,0.2372586,0.326188,0.30357853,0.34512898,0.30346844,0.23173136,0.19945031,0.21512349,0.29383782,0.28109023,0.33715898,29.797804,14.765636,17.239784,18.636217,18.490759,16.790485,34.278015,5.058716,4.062643,4.2240405,3.3150723,3.3282745,2.3018823,4.630242,0.12560612,-0.07018283,0.10594223,0.09035457,-0.0039162026,-0.04224554,0.14267004,0.11429575,0.1472847,0.21781994,0.09456729,0.05870372,blues
-160.29185,126.19576,-35.6025,22.151167,-32.48764,10.862023,-23.357162,0.50052327,-11.80477,1.2038777,-13.085074,-2.8098488,-6.935621,-7.5592937,-9.172152,-4.5104084,-5.4537363,-0.92446774,-4.408076,-11.701833,72.09816,29.218794,18.267778,13.916656,18.342604,11.6102,9.659235,11.169668,11.401259,9.989756,8.961199,9.300109,9.46644,8.422141,8.704552,9.274307,8.679181,7.3196692,7.9327493,7.430688,0.03908847,0.017241774,0.019867366,0.02151832,0.006712348,0.009296466,0.0076105557,0.010954393,0.0064175874,0.016967433,0.0021965238,0.0018821268,-0.018684996,-0.018110361,0.009119399,0.014333109,0.016980266,-0.0043155714,-0.0011826536,0.0054540266,12.928169,3.616693,3.2140505,2.4003453,2.5763512,1.829894,1.765857,1.6528432,1.765199,1.7437458,1.4998713,1.6172308,1.574139,1.457141,1.4799988,1.3153626,1.4113907,1.1802202,1.5366654,1.2689272,-0.077918194,0.006251849,0.024809763,-0.0078005763,0.0077797915,-0.005697995,0.002647067,-0.0009413559,0.014168338,-0.002201101,0.00046450694,0.0011547166,-0.0016855213,-0.0056719263,0.001097461,0.00045662324,0.009833928,0.014497596,-0.005667895,-0.0055429735,6.981363,2.2069364,1.9263351,1.2784351,1.4325612,1.0836487,1.0761849,1.024477,0.96733904,1.1087788,0.8863793,0.95601547,0.9702196,0.8606757,0.85442585,0.79337496,0.95974624,0.8602988,0.98113376,0.91066873,0.19272667,0.31723168,0.39155152,0.25590554,0.19280398,0.53058165,0.2539423,0.13921541,0.27655506,0.32433584,0.5552977,0.27302992,0.19531114,0.32192665,0.3117781,0.27461565,0.17918442,0.36230877,0.2073712,0.17713627,0.3034915,0.23367888,0.355924,0.21847452,17.057413,15.693514,19.125559,20.526382,20.785517,19.713926,37.338802,4.3338304,3.983332,4.101753,4.327284,4.070889,3.7084596,5.124857,-0.0076974714,0.08864618,-0.26594582,-0.028862024,0.03516426,-0.045677066,0.076627254,0.09839742,0.12068627,0.13069291,0.043380756,0.04248722,blues
-177.88876,118.18953,-17.550728,30.753101,-21.732107,11.898545,-20.73228,3.176169,-8.57577,-0.9401844,-11.773799,-2.426076,-9.342486,-9.947082,-3.9053469,-5.5685406,-1.8399693,-2.7841752,-3.046112,-8.115228,85.460556,56.54741,25.576311,22.045116,20.820208,16.31228,13.032559,11.562216,13.127508,10.00648,8.751917,8.860253,8.951683,6.895875,7.74928,8.519501,8.289742,6.516645,6.311036,6.803858,0.14452785,-0.003635383,-0.044116706,-0.023023902,-0.004177669,0.013998203,-0.011452526,-0.008855255,-0.0019825702,0.0008482741,-0.005930848,0.03076449,-0.011526014,0.009994974,0.0040460303,-0.0025145416,-0.0063747354,-0.00088556967,-0.0005787408,0.0016775352,14.374184,5.401014,3.810695,3.130882,2.875479,2.0948741,1.8619809,1.6720843,1.6807109,1.7965065,1.3716573,1.3772205,1.357405,1.2373233,1.2907497,1.1893746,1.0223881,1.0622808,1.0833794,1.116766,0.059792846,-0.006679954,-0.009368412,0.003904263,-0.0007159234,0.0053793676,-0.0048974776,0.007954691,0.001455803,7.476711e-05,0.0020934383,0.00909058,0.0011683131,0.0018929931,0.0012996155,-0.004282687,0.00037163423,0.001005561,-0.0037140877,-0.004345189,7.833533,2.7519636,2.0845294,1.7773002,1.6333559,1.1789466,1.1358912,0.99681616,1.0103064,1.0303192,0.8815716,0.90407646,0.86105585,0.809695,0.7770049,0.6904515,0.7066479,0.66775775,0.6581434,0.66940385,0.23830758,0.30017722,0.61689025,0.23552345,0.123921186,0.24363397,0.27951208,0.41132164,0.24399377,0.28561264,0.28419915,0.365875,0.28926644,0.21441963,0.3830537,0.1644771,0.1373183,0.27671832,0.2569076,0.33651075,0.23532008,0.28160492,0.2847363,0.30602324,17.471735,19.563742,21.29482,21.350197,20.782888,19.403528,37.945904,4.797187,5.3605766,5.5252156,4.8564596,4.096974,3.4332118,6.7812643,0.15030569,0.09333098,0.034079764,-0.21167229,-0.0040594637,-0.054605428,0.1594925,0.13751632,0.13782805,0.20969287,0.06506137,0.06971791,blues
-190.17502,130.29242,-36.348473,33.02909,11.085681,-0.5963725,-20.882357,0.27711603,-6.5008707,-5.515623,-7.8452897,-3.123599,-6.595716,-9.947578,-6.540925,-10.071382,-10.912119,-6.970003,-3.4485128,-6.4984574,98.21622,43.98217,36.161358,21.916225,32.917904,16.739882,12.31618,10.143775,11.45195,12.389087,9.358328,8.014027,8.897414,7.9419365,9.296062,9.128132,7.5457077,6.186081,6.9349537,8.36777,0.08015218,-0.03832706,-0.015277845,0.0077101677,-0.008609955,0.014487051,-0.014794643,0.008270524,-0.0029793966,0.016050894,0.0034875723,0.009554193,0.0027010972,0.0015167651,-0.00010604349,-0.0017440855,-0.0027781168,-0.001706927,0.006835102,0.012130381,15.487297,5.3142676,5.6601214,3.2332048,3.4342465,2.5250885,1.96702,1.6445081,1.686039,2.1799114,1.5643777,1.387179,1.4085145,1.3646916,1.3302656,1.1922157,1.2687052,1.1069448,1.1309365,1.3797174,0.046681337,-0.017878532,0.0067891986,0.007934233,-0.008985993,0.016337432,-0.0035339827,0.0035373876,0.002605338,0.0041560065,-0.0011009371,0.005812878,0.0029514686,0.003749047,0.003167007,-0.00064197485,0.0009148102,0.0019067,0.0024452796,0.0045837522,8.535459,2.8104165,2.9196465,1.7586195,1.7867879,1.4992332,1.1421031,0.98008907,1.1165808,1.2950377,0.8510619,0.8875616,0.84365207,0.7690084,0.8054944,0.7449988,0.718581,0.70910543,0.7374577,0.8181186,0.42547888,0.22330673,0.1313038,0.15264677,0.24185762,0.49107337,0.24560353,0.1691784,0.2882331,0.46142802,0.35944873,0.30730906,0.36589742,0.24735771,0.18757603,0.21862149,0.2168843,0.38536417,0.24426967,0.19363724,0.2962566,0.3530621,0.33306664,0.2706736,24.761686,21.075304,22.208906,21.261253,21.647741,20.145597,32.880478,6.7422943,5.802381,5.842328,4.878514,4.3541093,3.59126,7.826708,-0.049016222,0.14494468,-0.18176693,0.11228151,-0.057774026,0.0015404905,0.13400884,0.1768865,0.20803726,0.22083883,0.0845242,0.06579781,blues
-179.42007,136.4421,-26.644339,39.97959,5.3018146,10.921237,-20.555347,8.507477,-11.35436,-3.469098,-8.414114,-6.956976,-3.5483484,-8.051683,-8.9604845,-8.421077,-10.5585985,-10.790192,-4.7007947,-8.638816,81.08917,38.470413,24.310026,18.792528,25.503872,11.677463,12.794587,12.307668,13.115827,13.357224,12.151825,9.153007,9.660816,7.580675,9.071809,8.395058,7.2133436,7.7794085,8.0987625,7.505687,0.07532721,0.031986844,-0.024140162,0.025905756,0.01849372,-0.0032040356,0.0003907791,-0.030123089,0.0049158456,-0.018919528,-0.008958044,0.003840558,-0.0046500512,0.009080713,-0.0022731882,-0.0054422356,-0.015657578,0.014468302,0.011162193,-0.003394781,12.756638,4.008471,3.844124,2.9700994,3.0933845,1.9078023,1.928216,1.802105,2.0190685,1.9468857,1.6521748,1.5603048,1.6777992,1.2173154,1.5258617,1.2888346,1.2045894,1.2856873,1.3251761,1.2032988,-0.085106336,0.011350157,0.008342792,-0.008373507,0.024136355,-0.0070067225,0.007334281,-0.0009917077,0.0051541496,-0.009754613,0.005712267,-0.0069766375,0.012735649,-0.0030302776,0.0038481706,-0.001613772,-0.0049583795,0.0012494116,0.0024431224,0.0065354975,7.277901,2.4284163,2.152975,1.7328371,1.9193776,1.1319189,1.1479517,1.0748074,1.1971463,1.0878537,0.9008531,0.9168017,1.004875,0.7505018,0.90472955,0.74898905,0.7492559,0.79845774,0.8185011,0.73692864,0.25941816,0.26425815,0.32541996,0.21780181,0.21512058,0.29521674,0.19004409,0.18086506,0.26435012,0.390141,0.648551,0.4365876,0.25001442,0.29886892,0.30648592,0.26724985,0.25566337,0.28941733,0.21454503,0.23968153,0.28059155,0.2695587,0.3508843,0.27776256,20.215366,20.094576,20.711899,19.629866,20.70541,19.604403,36.12082,4.5493155,4.5957365,5.002448,4.5749393,4.048276,3.2709703,5.721346,-0.099150404,0.1080636,-0.15026125,-0.12273275,0.03475556,-0.038543496,0.11966843,0.12771963,0.14632647,0.18715635,0.058094632,0.056490835,blues
-121.387115,122.505394,-14.739394,46.135292,-8.160384,20.17051,-19.169321,23.050188,-11.82594,21.17341,-6.7202907,7.0050187,-12.739909,5.064209,-5.173075,-1.446995,-7.0369287,2.6948745,3.4093323,-2.6991909,51.20196,20.3649,18.476788,13.921793,13.293729,10.343644,7.594192,8.770052,6.5177164,7.644031,6.9971523,7.4997573,7.8674307,7.109595,5.7297416,7.110611,5.3751597,6.0771265,5.807247,6.008099,-0.088783205,0.025389096,0.0036993278,0.0061327904,-0.0030625707,-0.011773465,0.00068065623,-0.010887309,-0.009254381,-0.025097346,0.0056148106,-0.014934138,0.018708076,-0.00970987,-0.0038820554,-0.012611914,-0.0058940942,0.003987263,0.012755737,-0.01517142,10.923568,4.542557,4.1214767,2.512899,2.2265847,2.2812102,1.433277,1.7342097,1.1087599,1.5589446,1.2353946,1.5660971,1.372699,1.4443951,0.9358905,1.4775686,0.97514737,1.1677617,1.0679997,1.2068402,-0.020330692,0.017610423,-0.0056228167,-0.006570531,0.011686978,-0.002671465,-0.0034297376,-0.007335741,-0.00082261313,-0.00768067,-0.004541844,-0.012652225,-0.0056339423,-0.006636159,-0.0025092491,-0.009458312,-0.0007946148,-0.004151781,-0.00043341084,0.0005872264,6.691383,2.4133961,2.3263974,1.3365675,1.2628205,1.2517436,0.8516579,1.1394686,0.6965203,0.9856785,0.7963851,0.9859916,0.7931964,0.90389293,0.63392097,0.84923613,0.6548052,0.7752172,0.6695318,0.81787676,0.3195211,0.304665,0.36683223,0.42233843,0.5240038,0.45069423,0.49352205,0.35298544,0.38034284,0.46188274,0.36648217,0.4647075,0.23000091,0.23193868,0.28907913,0.27489445,0.35117444,0.29970804,0.32791743,0.25686693,0.26486638,0.30731398,0.2622557,0.31265098,29.493773,15.129732,17.020851,17.03142,19.693716,17.621792,40.622738,5.139993,4.0423837,4.475362,3.4332092,3.7941566,2.5111628,2.6185641,0.12196778,-0.016832918,0.034588758,0.10667674,-0.016258772,-0.02732297,0.059934247,0.07133106,0.07887067,0.1485669,0.061208174,0.033005565,blues
-213.20453,115.15454,-11.720504,39.032555,-20.357819,13.089926,-9.180815,9.023639,-14.101023,4.283337,-6.044196,3.786368,0.22368738,-5.114481,-0.4145367,-1.1848986,-1.9183391,-2.2957964,2.89123,-4.2345333,78.31431,28.262224,25.864157,18.730318,23.071655,16.684895,11.249238,8.2433195,10.496001,9.617187,9.212237,10.222245,8.740899,9.242065,10.200085,7.702675,7.647867,9.120192,8.777185,9.566596,-0.09652653,0.007845533,0.043882452,-0.04216454,0.013859393,0.01530337,-0.008216141,-0.0039228736,-0.0030310825,-0.011381767,-0.014000895,0.007496984,0.008064995,0.006494472,0.017524557,0.0114992,-0.008032131,-0.017677762,-0.0120450435,-0.007641768,9.017032,3.7342362,3.1323256,2.5822892,2.620346,1.7722592,1.5473173,1.2666312,1.5931001,1.5276492,1.2793794,1.2283622,1.2252853,1.2528968,1.4437356,1.169776,1.1096913,1.1469582,1.3183794,1.4044614,-0.04702101,-0.014427777,0.01935444,-0.006169974,-0.0023622916,-0.0044368603,0.00065286877,0.009111927,0.0015022464,0.0012436076,0.0022796406,0.0005918386,0.0007274719,0.0049949395,0.00081601436,0.0017558351,0.005020951,0.000497052,0.0034647055,0.005626233,4.445594,2.1627958,1.6603003,1.418448,1.401219,0.9745652,0.9075214,0.7958336,0.9308941,0.8100078,0.7628071,0.745068,0.7400185,0.7197353,0.8429315,0.7312502,0.70787317,0.7123944,0.7800516,0.8575391,0.24841243,0.27330637,0.4887446,0.26811463,0.17957151,0.26779726,0.22273742,0.41564554,0.27288085,0.18116428,0.22930473,0.24049188,0.2959389,0.2928632,0.3912253,0.24320707,0.21092147,0.32843414,0.21774371,0.38119727,0.26474148,0.21721067,0.30619067,0.27580717,14.330906,17.639606,21.926798,20.230972,18.56473,18.909647,36.504574,4.061189,4.579655,4.8585215,4.0126634,3.6137233,4.157319,5.296425,0.118151665,0.12936449,0.040156823,-0.03949789,-0.004198468,-0.07062102,0.15310797,0.15157184,0.20293473,0.17859402,0.073063396,0.059611134,blues
